Serial,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
2105,Supplies needed at Kenscoff,28/01/2010 20:19,"Kenscoff, Port-Au-Prince","[8970189]  Nou nan kenscoff nou sinistre nou bezwen čd. Time: 2010-01-28 20:19:42

We're in Kenscoff. We're victims. We need help.
~~~~~~~~~~~~~~~~~
Category: 5. Autre | Other
[8970196] · Nou pa gen rad pou n met sou nou kay nou kraze ,nan kenscoff zon viard. Time: 2010-01-28 20:22:38
~~~
&quot;WE DO NOT HAVE CLOTHES TO WEAR. OUR HOME IS DESTROYED. WE ARE IN KENSCOFF AROUND VIARD.&quot;
~~~~~~~~~~~~~~~~~
Category: --4c. Refuge | Shelter","7. Secours | Services Available, 2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 7c. Denrees non alimentaires | Non-food aid distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, 8. Autre | Other, ",18.452133,-72.286777,YES,YES
2104,Food and Water needed -,28/01/2010 19:03,"Unknown, but One Vision has an orphanage &quot;20 miles north of Port Au Prince&quot;.","Lat 18 57 21 08 n long 72 43 22 58 w food drop for one vision

Time: 2010-01-28 19:03:11

~~~~~~~~~~~~~~~~~~~~~~~~~

Lat 18 57 21 08 n long 72 43 22 58 w food drop for one vision
~~~~~~~~~~~~~~~~~
Category: --4d. Distribution d'aliments | Food distribution","7. Secours | Services Available, 7a. Distribution d'aliments | Food distribution point, ",18.956106,-72.722939,YES,NO
2102,"30 children, 12 adults",28/01/2010 16:45,Kenscoff,"El Shaddai ministries lost their church and orphanage. There are 30 children and 12 adults. Here is a copy of an email from them. These people are located above Pétionville, on the mountain in Kenscoff and have lost  both the church and the orphanage. There are 30 children and 12 adults.  Elshaddai ministries was founded and run by my mother who died in December  while here in the states trying to collect donations for the orphanage.  These people are sleeping in the street with very little to eat and could  really use your help.  

From the survivors: weneed: Rice Milk Spaguetty Noodles diapers Baby wraps(baby blankets) oil (cooking oil) aspirin vitamin C Lampe (lanterns) protect nose (masks) toothpast saop camping house (tente) because we sleep out side bed (cots and or sleeping bags) things for babies and child What ever you can think and know for survive in this kind of situation","7. Secours | Services Available, 2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 7c. Denrees non alimentaires | Non-food aid distribution point, ",18.449416,-72.287287,YES,NO
2101,Water URGENTLY needed - Pacot/Croiz Deprez,03/02/2010 11:53,"Pacot/Croix Deprez, Port-au-Prince","[9107470] · Nou santi n fyč pou čd nou resevwa deja sauf ke gen yon problčm čd yo mal distribiye,ankň nou gen problčm dlo pňtab. Non m se Réginal zone pacot croix desprez
~~~
we feel that we should have received some but theres a distribution problem, and we need drinking water. my name is Reginal area between Pacot and Croix Desprez
~~~~~~~~~~~~~~~~~

[9107487] · . Croix - desprez zone Pacot Réginal
~~~
Possible person trapped or in need of serious aid. Located at &quot;Croix&quot;, after the area of Pacot Reginal
~~~~~~~~~~~~~~~~~

[5685] · Bondye beni n. Ank? non m se R?ginal croix - desprez z?n PACOT Time:2010-01-23 20:49:43
~~~
Good lord help us. Again I\'m at Reginal Croix - Deprez in Pacot
~~~~~~~~~~~~~~~~~
[4917]  ger pr toutes la populations croix desprez zone pacot nous aimerions avoir des informations aupr?s de vous. Merci pour votre aides. Time:2010-01-23 17:36:32

Everyone from the Pacot Zone would like information from you. Thank you for your help.","2b. Penurie d'eau | Water shortage, ",18.52838,-72.32896,YES,NO
2100,Looking for Information in Pacot,23/01/2010 17:36,Pacot Zone,"[4917]  ger pr toutes la populations croix desprez zone pacot nous aimerions avoir des informations aupr?s de vous. Merci pour votre aides. Time:2010-01-23 17:36:32

Everyone from the Pacot Zone would like information from you. Thank you for your help.","8. Autre | Other, ",18.529231,-72.327566,YES,NO
2099,Food urgently needed for Delmas 3,25/01/2010 14:31,Delmas 3,"e gaz ap touye li tou mwen ta renmen jwen yon ed mwen te abite delma 3 me telefom mwen ak email mwen : 36512047. b2ambroise2000 @yahoo.fr

Time:2010-01-25 14:31:23

~~~~~~~~~~~~~~~~~~~~~~~~~

I am dying of hunger I would like some aid I leave in delmas 3 My number and email are 36512047. b2ambroise2000 @yahoo.fr
~~~~~~~~~~~~~~~~~
Category: 4. Response","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.558,-72.3304,YES,NO
2097,Urgent need in Mellier Grande Savanne Leogane,28/01/2010 23:35,Léogâne,"Please. Urgent need of food, water, medical assistance and tents in Mellier and Grande Savanne (Leogane).
Besoin urgent de nourriture, eau, assistance médicale et des tentes à Mellier et Grande Savanne, à coté de la douane (Leogane). Contact number 509 37063443.","5a. Structure effondres | Collapsed structure, 2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 2e. Penurie de carburant | Fuel shortage, 7d. Services de sante | Hospital/Clinics Operating, 2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.510833,-72.633889,YES,NO
2096,Medicine and Food Needed,26/01/2010 16:43,Grand Goave near Foche,"(48 km from port au prince). help us please and god will bless you. thank before

Time:2010-01-26 16:43:43

~~~~~~~~~~~~~~~~~~~~~~~~~


~~~~~~~~~~~~~~~~~
Category: [9301] · SE MEDIKAMAN POU VANT NOU BEZWEN PASKEN GRANGOU. NOU SITYE NAN FOCHE ZON GRAN GWAV Time:2010-01-27 12:12:32
~~~
We need medicine for our stomachs because we are so hungry. we are located at Foche in the vicinity of Grand Goave --- Additional Notes: Group needs food and meds. GPS coordinates approximate. Possibly 7th administrative section of Grand Goave? Thanks
~~~~~~~~~~~~~~~~~
Category: 4. Response","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.42677,-72.76826,YES,NO
2095,People in need of food and water,27/01/2010 18:19,"Petit Riviere Terfors #11, town of Mariani, near Leogane","honorable americain ? mwen besoin ede nou svp mange ? tout sa ki inportan pou .adress mwen mariani petit rivi?r terfors leogane nimero 11 .nom et prenom

Time:2010-01-27 18:19:25

~~~~~~~~~~~~~~~~~~~~~~~~~

Dear UN?  We need your help for food? water and care.  Our address is Mariani  Petit Riviere Terfors? #11? county of Leogane.
~~~~~~~~~~~~~~~~~
Category:","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.53901,-72.59617,YES,NO
2094,500 people in Delmas 41 in front of the Teleco,26/01/2010 12:03,"delmas 41, coordinates given for middle of the street, look for the teleco","nou nan yon kan refijie nan delmas 41 an fas teleko a? nou plis ke 500 mounn ki p?di kay nou? nou pa janm jwenn ?d nan anyen menm? tanpri pote nou sekou.

Time:2010-01-26 12:03:26

~~~~~~~~~~~~~~~~~~~~~~~~~

we are in a refugee camp in delmas 41 in front of Teleco. we are more then 500 people . we lost are houses . we need help please
~~~~~~~~~~~~~~~~~
Category: 4d. Food distribution","2b. Penurie d'eau | Water shortage, 5c. Route barree | Road blocked, ",18.54731,-72.30096,YES,NO
2093,People in need of basic services,27/01/2010 19:33,"Avenue Ruelle Watson, Bel Air (Block 4)","Nou gen anpil pwobl?m nan b?l?s bl?k 4 aveni ry?l watson

Time:2010-01-27 19:33:47

~~~~~~~~~~~~~~~~~~~~~~~~~

we have lots of problems in Bel air? Block 4? Avenue Ruelle Watson.
~~~~~~~~~~~~~~~~~
Category: 4d. Food distribution","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.5501,-72.3363,YES,NO
2092,"Food &amp; Water Needed - Waney 93, Carrefour",26/01/2010 08:26,"Waney 93, Carrefour  -- Rue Francois 50  also mentioned, but may or may not be in the same area","Port-au-Prince?Haiti? Carrefour Waney 93?Rue Francois No 50 The January 26 Monday 2010? Sir Pavilus Jn Wilfrid? Weneed Food?Tents?Waters?Sleeping Bags O

Time:2010-01-26 08:26:08

~~~~~~~~~~~~~~~~~~~~~~~~~

Port-au-Prince?Haiti? Carrefour Waney 93?Rue Francois No 50 The January 26 Monday 2010? Sir Pavilus Jn Wilfrid? Weneed Food?Tents?Waters?Sleeping Bags O 
 --- Additional Notes: approximate location.... no street on that map.
~~~~~~~~~~~~~~~~~
Category:","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 2d. Refuge | Shelter needed, ",18.533057,-72.404361,YES,NO
2091,In need of food and water,21/01/2010 13:10,"Nan Citron, Departement du Sud","2010-01-21 13:10:15: Mwen nan sitron mwen grangoum swaf mwen sal svp sovem map mouri

~~~~~~~~~~~~~~~~~~~~~~~~~

I am in Nan Citron, I am hungry, thirsty, I am dirty.  Please save me I am dying.
~~~~~~~~~~~~~~~~~
Category:","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.283333,-73.333333,YES,NO
2090,Medical Assistance Needed in St. Marc,27/01/2010 19:44,"Saint-Marc, Artibonite","ki bo ed sante ye nan st mak depatman atibonit

Time:2010-01-27 19:44:21

~~~~~~~~~~~~~~~~~~~~~~~~~

Medical assistance is needed in St Marc? Artibonite.
~~~~~~~~~~~~~~~~~
Category: 4a. Health services","1b. Urgence medicale | Medical Emergency, 2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",19.10275,-72.69711,YES,NO
2089,Food and Water Shortage in Miragoane,27/01/2010 19:35,"129 Rue Boisrond Tonnere near 3 Freres Rigaud, Les Cayes, Sud Departement","mon adresse est 129? angle rue Boisrond Tonnerre et trois fr?res rigaud. il y a 10 personnes dans la maison.

Time:2010-01-27 19:35:03

~~~~~~~~~~~~~~~~~~~~~~~~~

My address is 139? Angle rue Boisrond Tonnere and 3 Freres Rigaud. There are 10 people in the house.
~~~~~~~~~~~~~~~~~
Category: 4d. Food distribution","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.196511,-73.744331,YES,NO
2088,Food and Water Shortage in Miragoane,28/01/2010 00:32,"Miragoane, Nippes Département, Western Haiti","Mezanmi nou men m miragoan nou nan bezoin nap domi nan lari nou nan fredi nou nan grangou

Time:2010-01-28 00:32:41

~~~~~~~~~~~~~~~~~~~~~~~~~

My friends we?'re here in Miragoane? we need help? we?'re in the street? cold and hungry.
~~~~~~~~~~~~~~~~~
Category: 4. Response[8967657] · Dear friends. We starving because there is no food and it is cold. We are desperate. Time: 2010-01-28 13:54:17
~~~
Call for location details
~~~~~~~~~~~~~~~~~
Category: --3d. Penurie d'aliments | Food Shortage","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 2d. Refuge | Shelter needed, ",18.44328,-73.08766,YES,NO
2087,"Food and Water Shortage in Cote Plage, Carrefour",23/01/2010 18:13,"Cote Plage, Carrefour","Bon fre m sem mwen sou teren kay pe a nan kafou kot plaj depi le tranbleman te a se selman ti dlo a nou jwen n pandan 2 fwa yo vini se an moun pa yo bay

Time:2010-01-23 18:13:30

~~~~~~~~~~~~~~~~~~~~~~~~~

We are located in Carrefour precisely in Cote Plage. Since the earthquake we have only received water twice and when people come they are bias in distributing the help.
~~~~~~~~~~~~~~~~~
Category: 4d. Food distribution[8967620] · I congratulate you for the good information you're always providing me. I also want to mention that the food distribution is being done well in other parts of the country but for us... (truncated...) Time: 2010-01-28 14:00:13
~~~
Call for location
Find the other parts of this truncated message...
~~~~~~~~~~~~~~~~~
Category: --4d. Distribution d'aliments | Food distribution
[5160] · li m ta swe yo bay moun kap panse pou tout moun san pati pri mesi Time:2010-01-23 18:30:26
~~~
I would hope they give people who are thinking about all people without discrimination 
Thanks --- Additional Notes: li m ta swe --&gt; guess","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.53668,-72.39609,YES,NO
2086,Food and Water Shortage in Mais Gate,28/01/2010 14:21,"Terrain Castro, Maïs Gâté","We are the survivors from the &quot;Maïs Gâté&quot;s area -- 10 Terrain Castro (land). Since Tuesday on January 12th, we have not received anything except for some water that we don't even get every day. we ask for... (truncated message)

Time: 2010-01-28 14:21:18

~~~~~~~~~~~~~~~~~~~~~~~~~

Terrain Castro (land) is not appearing on reference... However The Maïs Gâté zone is closed to the international airport.

Call for more precise location info...
~~~~~~~~~~~~~~~~~
Category: --3a. Penurie d'eau | Water shortage","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.5682,-72.29649,YES,NO
2085,In need of food and water,23/01/2010 18:22,Rue Waney in Waney Bijou,"Helo excuse me if i say you forget us we are still do not find nothing we are on waney street khan ok

Time:2010-01-23 18:22:55

~~~~~~~~~~~~~~~~~~~~~~~~~

People in need of water and food they are on waney street khan ok  --- Additional Notes: Not enough info about the location....lat, long might be wrong...
~~~~~~~~~~~~~~~~~
Category: 3a. Water shortage","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.53309,-72.404348,YES,NO
2084,Food needed on Delmas 33,21/01/2010 19:41,"Delmas 33, Jumelle? St","We need help at jumelle street delmas 33,P.A.P,HAITI

Time:2010-01-21 19:41:54

~~~~~~~~~~~~~~~~~~~~~~~~~

we need help at jumelle street delmas 33 in port au prince","7a. Distribution d'aliments | Food distribution point, ",18.550401,-72.304128,YES,NO
2083,Urgent Food Needed in Mole Saint-Nicolas,27/01/2010 18:29,"Karenaj, Mole Saint-Nicolas","Nou toujou ap soufri?nou pa gen manje b? pa nou tout bagay yo pi ch?.

Time:2010-01-27 18:29:32

~~~~~~~~~~~~~~~~~~~~~~~~~

we always ap suffer? we have no food we b not all cases they ft ch
~~~~~~~~~~~~~~~~~
Category: 4d. Food distribution[9997] · Souple ou k f? nou konnen ki p?sonaj ou ye? Ou enf?me nou byen. Time:2010-01-27 22:14:44
~~~
We would please let us know who you are because you inform us very well.
~~~~~~~~~~~~~~~~~
Category:
[9988] · Nan yon z?n n?dw?s dir?kteman nan m?lsennikola(karenaj) bezwen yon sekou rapid. Time:2010-01-27 22:08:21
~~~
We are in the North-West department? right in M??le St-Nicolas in Karenaj (?) we need emergency aid
~~~~~~~~~~~~~~~~~
Category: 1. Emergency","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",19.805163,-73.374713,YES,NO
2082,"Water, Food, and Meds needed on Delmas 75",17/01/2010 17:34,Delmas 75 near the Canadian Embassy,"We have a many probleme a baout delmas 75 aveny albert jode the pepole need some weater some food and medcin
~~~~~~~~~~~~~~~~~~~~~~~~~

We have a lot of problem at Delma 75 Avenue Albert Jode, those people need water and food.
~~~~~~~~~~~~~~~~~
We have a lot of problems in Delmas 75 more because we have not eating no water or medicine its as if we have a place to stay but the angles eyes are watching over us","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",18.534291,-72.291428,YES,NO
2081,Food and Water Needed at Rue Ducoste,28/01/2010 00:48,"Rue Ducoste, behind Champs du Mar","NAN RI DUCOSTE? DEYE HOTEL LE PLAZA? GEN YON VENTEN FANMI KI NAN YON KAN KI PA GEN DLO?MANJE. TANPRI FE YON KOUT PYE WE YO

Time:2010-01-28 00:48:06
~~~~~~~~~~~~~~~~~~~~~~~~~
in the road ducoste behind the plaza there are about 20 people who don?'t have water or food. please help them
~~~~~~~~~~~~~~~~~","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.542,-72.33291,YES,NO
2080,Food Needed in Île-à-Vache,27/01/2010 22:17,"Île-à-Vache, near Les Cayes","Mwen nan yon zile ki rele ila vach. Nou gen probl? m manje paske kantite moun kite nan zile a vin ogmante

Time:2010-01-27 22:17:49

~~~~~~~~~~~~~~~~~~~~~~~~~

I am in Ile la Vache. We have food problems because the number of people on the island has increased","2a. Penurie d'aliments | Food Shortage, 7a. Distribution d'aliments | Food distribution point, ",18.09933,-73.69392,YES,NO
2079,Water needed in Bois-Moquette,23/01/2010 16:23,"Bois-Moquette, near Petionville","Poukisa gen kote ki paka jwenn ?d:tankou bois-moquette,se s?l yon ti dlo nou te jwenn.

Time:2010-01-23 16:23:31

~~~~~~~~~~~~~~~~~~~~~~~~~
We need help at Bois-Moquette","2b. Penurie d'eau | Water shortage, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.509849,-72.280303,YES,NO
2078,"Unknown number of people, drugs, food, water, sanitary material Alix Roi Street on Impasse Champagne",28/01/2010 12:13,"Port-au-Prince, Alix Roi Street on Impasse Champagne, GPS coordinates are not extremely detailed","Food, water, medicine, tents (Coleman), pads (feminine hygiene, for menses).
Alix Roi Street on Impasse Champagne

Time: 2010-01-28 12:13:19

~~~~~~~~~~~~~~~~~~~~~~~~~


~~~~~~~~~~~~~~~~~
Category: 1. 1. Urgences | Emergency","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",18.53834,-72.32277,YES,YES
2075,GHESKIO Field Hospital,28/01/2010 11:55,GHESKIO Field Hospital,"A field hospital with surgical capabilities has been established in the courtyard of Université Quisqueya near the GHESKIO medical clinic. The hospital is staffed by American physicians, nurses and EMTs from the US Department of Health and Human Services, National Disaster Medical System.","7d. Services de sante | Hospital/Clinics Operating, ",18.53707,-72.348992,YES,NO
